diffNuisances run on /data6/Users/joonblee/higgs_combine/CMSSW_14_1_0_pre4/src/NIsoMuon/limit_outputs/alpha/blind/Run2/fitDiagnostics.FitDiag_Run2_alpha_M70.root, at 2026-08-31 14:19:37.188755 with the following options ... {'vtol': 0.3, 'stol': 0.1, 'vtol2': 2.0, 'stol2': 0.5, 'show_all_parameters': True, 'absolute_values': True, 'poi': 'r', 'format': 'text', 'plotfile': None, 'pullDef': '', 'skipFitS': False, 'skipFitB': False, 'sortBy': 'correlation', 'regex': '.*'}

name                                                 pre fit                        b-only fit                           s+b fit         rho  approx impact
r                                             [0.00, 100.00]                              n/a                   +0.01 +0.86 7.86       +1.00     +61.789
CMS_NPS26009_LightJetStat_DY_BJetOS_2018     0.000000 +/- 0.000000    !+0.00 +/- 0.26 (+0.00sig, 0.00)!    !-0.01 +/- 0.40 (-0.00sig, 0.00)!       -0.78      -2.471
CMS_NPS26009_LightJetStat_DY_BJetOS_2017     0.000000 +/- 0.000000    !+0.00 +/- 0.36 (+0.00sig, 0.00)!    !-0.01 +/- 0.50 (-0.00sig, 0.00)!       -0.70      -2.767
CMS_NPS26009_LightJetStat_DY_BJetOS_2016preVFP     0.000000 +/- 0.000000    !+0.00 +/- 0.59 (+0.00sig, 0.00)!    !-0.01 +/- 0.68 (-0.00sig, 0.00)!       -0.51      -2.717
CMS_NPS26009_LightJetStat_DY_BJetOS_2016postVFP     0.000000 +/- 0.000000    !+0.00 +/- 0.14 (+0.00sig, 0.00)!    !-0.00 +/- 0.16 (-0.00sig, 0.00)!       -0.51      -0.665
QCDscale_ren_ttbar                           0.000000 +/- 0.000000    !+0.00 +/- 0.98 (+0.00sig, 0.00)!    !+0.00 +/- 0.99 (+0.00sig, 0.00)!       +0.11      +0.848
CMS_NPS26009_MCstat_other_BJetOS_2016preVFP     0.000000 +/- 0.000000    !-0.00 +/- 0.97 (-0.00sig, 0.00)!    !-0.00 +/- 0.98 (-0.00sig, 0.00)!       -0.08      -0.637
QCDscale_fac_ttbar                           0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !+0.00 +/- 0.99 (+0.00sig, 0.00)!       +0.06      +0.467
CMS_NPS26009_btag_fixedWP_bc_correlated_13TeV     0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.04      -0.303
CMS_NPS26009_NFStat_DY_BJetOS_2016preVFP     0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.04      -0.308
CMS_NPS26009_MCstat_ttbar_BJetOS_2016preVFP     0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !+0.00 +/- 0.99 (+0.00sig, 0.00)!       -0.04      -0.320
CMS_NPS26009_topmass_ttbar_BJetOS            0.000000 +/- 0.000000    !-0.00 +/- 0.99 (-0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.03      -0.210
CMS_NPS26009_pdf_NNPDF31                     0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.03      -0.205
pdf_alphas                                   0.000000 +/- 0.000000    !-0.00 +/- 0.99 (-0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.02      -0.180
CMS_NPS26009_NFStat_DY_BJetOS_2018           0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !+0.00 +/- 0.99 (+0.00sig, 0.00)!       -0.02      -0.145
CMS_NPS26009_NFStat_DY_BJetOS_2017           0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.02      -0.185
CMS_NPS26009_MCstat_ttbar_BJetOS_2017        0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.02      -0.151
CMS_NPS26009_MCstat_singleTop_BJetOS_2016preVFP     0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !+0.00 +/- 0.99 (+0.00sig, 0.00)!       -0.02      -0.122
CMS_pileup_2016preVFP                        0.000000 +/- 0.000000    !-0.00 +/- 0.99 (-0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       +0.01      +0.068
CMS_btag_fixedWP_bc_uncorrelated_2018        0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.01      -0.055
CMS_btag_fixedWP_bc_uncorrelated_2017        0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.01      -0.098
CMS_btag_fixedWP_bc_uncorrelated_2016preVFP     0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !+0.00 +/- 0.99 (+0.00sig, 0.00)!       -0.01      -0.116
CMS_NPS26009_lumi_2018                       0.000000 +/- 0.000000    !-0.00 +/- 0.99 (-0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.01      -0.050
CMS_NPS26009_lumi_2017                       0.000000 +/- 0.000000    !-0.00 +/- 0.99 (-0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.01      -0.064
CMS_NPS26009_lumi_2016                       0.000000 +/- 0.000000    !-0.00 +/- 0.99 (-0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.01      -0.044
CMS_NPS26009_btag_fixedWP_light_correlated_13TeV     0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.01      -0.078
CMS_NPS26009_bckgShape_QCD_BJetOS_2018       0.000016 +/- 0.000000    !+0.00 +/- 0.42 (+0.00sig, 0.25)!    !-0.00 +/- 0.42 (-0.00sig, 0.25)!       -0.01      -0.019
