era,mass,file,hist_path,fit_min,fit_max,plot_min,plot_max,original_bin_width,rebin_factor,rebinned_bin_width,fit_status,covariance_status,amplitude,amplitude_error,mean,mean_error,sigma,sigma_error,sigma_over_mass,sigma_over_mass_error,chi2,ndf,chi2_ndf,plot_files
2022,40.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022/NIsoMuon_Zp_M-40.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,36.0,44.0,32.0,48.0,0.02,10,0.2,0,3,3321.2751111558578,72.51872144750791,39.90930573831708,0.010889858043515943,0.6792387285661525,0.00995129595361871,0.016980968214153812,0.0002487823988404678,60.92501523988991,33,1.846212583026967,plots/sigFit/sigFit_2022_M-40.pdf;plots/sigFit/sigFit_2022_M-40.png
2022,45.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022/NIsoMuon_Zp_M-45.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,40.5,49.5,36.0,54.0,0.02,10,0.2,0,3,1464.4828747731058,42.90118792105898,44.9134934643835,0.01776795606498638,0.7866220642402239,0.016216578853670338,0.01748049031644942,0.00036036841897045194,46.60505077459902,37,1.2595959668810546,plots/sigFit/sigFit_2022_M-45.pdf;plots/sigFit/sigFit_2022_M-45.png
2022,50.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022/NIsoMuon_Zp_M-50.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,45.0,55.0,40.0,60.0,0.02,12,0.24,0,3,772.7994000545948,35.50319616893427,49.88517414320318,0.034939248523524924,0.9879921526162252,0.02962852285587858,0.019759843052324505,0.0005925704571175716,26.573834552359738,33,0.8052677137078709,plots/sigFit/sigFit_2022_M-50.pdf;plots/sigFit/sigFit_2022_M-50.png
2022,55.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022/NIsoMuon_Zp_M-55.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,49.5,60.5,44.0,66.0,0.02,12,0.24,0,3,430.4413296981062,19.115659258978212,54.910158955467736,0.036697402287284575,0.9759998952485098,0.033813671232737874,0.017745452640882,0.0006147940224134158,53.60459415899821,34,1.576605710558771,plots/sigFit/sigFit_2022_M-55.pdf;plots/sigFit/sigFit_2022_M-55.png
2022,60.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022/NIsoMuon_Zp_M-60.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,54.0,66.0,48.0,72.0,0.02,15,0.3,0,3,284.5071279272923,16.240010031417683,59.80680618648046,0.05202776780376084,1.0780342154161278,0.048949096395939695,0.01796723692360213,0.0008158182732656616,27.654604939708765,25,1.1061841975883506,plots/sigFit/sigFit_2022_M-60.pdf;plots/sigFit/sigFit_2022_M-60.png
2022,65.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022/NIsoMuon_Zp_M-65.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,58.5,71.5,52.0,78.0,0.02,15,0.3,0,3,137.81081742098542,6.385022598915967,64.82301994892133,0.05181848142148482,1.3550215800145362,0.05347015362813057,0.02084648584637748,0.0008226177481250856,45.83600701979296,34,1.3481178535233223,plots/sigFit/sigFit_2022_M-65.pdf;plots/sigFit/sigFit_2022_M-65.png
2022,70.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022/NIsoMuon_Zp_M-70.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,63.0,77.0,56.0,84.0,0.02,15,0.3,0,3,94.08451860146386,3.9192477577482663,69.85521623180378,0.06489415148411126,1.3387454212275414,0.04935752183655184,0.019124934588964877,0.0007051074548078835,30.555215028556706,34,0.8986827949575502,plots/sigFit/sigFit_2022_M-70.pdf;plots/sigFit/sigFit_2022_M-70.png
2022EE,12.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022EE/NIsoMuon_Zp_M-12.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,10.8,13.2,9.6,14.4,0.02,3,0.06,0,3,1580810.834756291,49593.509116242756,11.983059239103715,0.0038529829605460364,0.16503697405428328,0.0034893126304555433,0.013753081171190272,0.00029077605253796196,96.15918929895552,29,3.315834113757087,plots/sigFit/sigFit_2022EE_M-12.pdf;plots/sigFit/sigFit_2022EE_M-12.png
2022EE,15.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022EE/NIsoMuon_Zp_M-15.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,13.5,16.5,12.0,18.0,0.02,4,0.08,0,3,985169.1206936741,17270.517929463298,14.980833397705805,0.0025636537283606486,0.21492713836512775,0.002031826804649181,0.014328475891008517,0.0001354551203099454,137.1246367168283,30,4.570821223894276,plots/sigFit/sigFit_2022EE_M-15.pdf;plots/sigFit/sigFit_2022EE_M-15.png
2022EE,20.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022EE/NIsoMuon_Zp_M-20.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,18.0,22.0,16.0,24.0,0.02,5,0.1,0,3,352238.579538439,6722.479496282322,19.966483487214372,0.003922547953413513,0.2965536134665092,0.003090970232440149,0.01482768067332546,0.00015454851162200744,112.78280581357194,33,3.417660782229453,plots/sigFit/sigFit_2022EE_M-20.pdf;plots/sigFit/sigFit_2022EE_M-20.png
2022EE,25.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022EE/NIsoMuon_Zp_M-25.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,22.5,27.5,20.0,30.0,0.02,6,0.12,0,3,125952.68737236576,4433.7594207405855,24.94571361959331,0.009804837693051738,0.38825178318651155,0.00898235946278314,0.015530071327460461,0.0003592943785113256,39.27735705382998,32,1.227417407932187,plots/sigFit/sigFit_2022EE_M-25.pdf;plots/sigFit/sigFit_2022EE_M-25.png
2022EE,30.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022EE/NIsoMuon_Zp_M-30.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,27.0,33.0,24.0,36.0,0.02,6,0.12,0,3,42723.99052429062,2022.5289327182982,29.943114619310307,0.016810380721477003,0.4861089361234781,0.015173382056211104,0.016203631204115936,0.0005057794018737035,54.134381923020456,38,1.4245889979742226,plots/sigFit/sigFit_2022EE_M-30.pdf;plots/sigFit/sigFit_2022EE_M-30.png
2022EE,35.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022EE/NIsoMuon_Zp_M-35.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,31.5,38.5,28.0,42.0,0.02,6,0.12,0,3,17163.305338785278,840.6570122972807,34.93469271046178,0.021825684741092033,0.5715078541266806,0.02024788848091147,0.016328795832190875,0.0005785110994546134,39.54284746546969,43,0.9196011038481323,plots/sigFit/sigFit_2022EE_M-35.pdf;plots/sigFit/sigFit_2022EE_M-35.png
2022EE,40.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022EE/NIsoMuon_Zp_M-40.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,36.0,44.0,32.0,48.0,0.02,10,0.2,0,3,11188.783875992362,248.98606681528236,39.91516437156813,0.01382583935298598,0.6975109261872304,0.013469281947534772,0.01743777315468076,0.0003367320486883693,58.10933705656166,33,1.7608890017139895,plots/sigFit/sigFit_2022EE_M-40.pdf;plots/sigFit/sigFit_2022EE_M-40.png
2022EE,45.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022EE/NIsoMuon_Zp_M-45.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,40.5,49.5,36.0,54.0,0.02,10,0.2,0,3,4965.080993941784,141.92550939567082,44.89407529132594,0.018228972006564703,0.820730682164302,0.01724617085955349,0.018238459603651155,0.0003832482413234109,40.411081701581665,36,1.1225300472661575,plots/sigFit/sigFit_2022EE_M-45.pdf;plots/sigFit/sigFit_2022EE_M-45.png
2022EE,50.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022EE/NIsoMuon_Zp_M-50.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,45.0,55.0,40.0,60.0,0.02,12,0.24,0,3,2750.0373869489863,127.56026580797675,49.92892016591936,0.040090642125321097,0.9748779025019978,0.03846149251680381,0.019497558050039956,0.0007692298503360761,24.8821933289535,31,0.8026513977081774,plots/sigFit/sigFit_2022EE_M-50.pdf;plots/sigFit/sigFit_2022EE_M-50.png
2022EE,55.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022EE/NIsoMuon_Zp_M-55.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,49.5,60.5,44.0,66.0,0.02,12,0.24,0,3,1475.1853606209672,64.63667104509511,54.852007918784544,0.034659942916466235,1.0166963548478436,0.032475179077325333,0.018485388269960792,0.0005904578014059151,30.300679069687543,35,0.8657336877053584,plots/sigFit/sigFit_2022EE_M-55.pdf;plots/sigFit/sigFit_2022EE_M-55.png
2022EE,60.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022EE/NIsoMuon_Zp_M-60.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,54.0,66.0,48.0,72.0,0.02,15,0.3,0,3,992.0123032002507,54.70666805136483,59.77534413076836,0.054473764516973944,1.096365732533474,0.04344701297339326,0.018272762208891232,0.0007241168828898877,35.53942789949263,30,1.1846475966497543,plots/sigFit/sigFit_2022EE_M-60.pdf;plots/sigFit/sigFit_2022EE_M-60.png
2022EE,65.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022EE/NIsoMuon_Zp_M-65.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,58.5,71.5,52.0,78.0,0.02,15,0.3,0,3,474.7090443197079,22.531498554426776,64.78843452409986,0.07398028434595716,1.3811575855952098,0.06922729573749709,0.021248578239926305,0.0010650353190384168,26.33015595740582,35,0.7522901702115949,plots/sigFit/sigFit_2022EE_M-65.pdf;plots/sigFit/sigFit_2022EE_M-65.png
2022EE,70.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2022EE/NIsoMuon_Zp_M-70.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,63.0,77.0,56.0,84.0,0.02,15,0.3,2,0,304.2129416551465,0.0,69.78171569373818,0.0,1.4589818026933514,0.0,0.02084259718133359,0.0,34.11899563693156,34,1.0034998716744576,plots/sigFit/sigFit_2022EE_M-70.pdf;plots/sigFit/sigFit_2022EE_M-70.png
2023,12.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023/NIsoMuon_Zp_M-12.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,10.8,13.2,9.6,14.4,0.02,3,0.06,0,3,1027084.7240784123,33101.08647731028,11.99454970576073,0.00366209715823107,0.16944295135196358,0.002979746896754565,0.014120245945996965,0.0002483122413962137,97.59331757974687,32,3.0497911743670896,plots/sigFit/sigFit_2023_M-12.pdf;plots/sigFit/sigFit_2023_M-12.png
2023,15.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023/NIsoMuon_Zp_M-15.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,13.5,16.5,12.0,18.0,0.02,4,0.08,0,3,664484.8443124725,11991.73729201639,14.98464889187056,0.0027250398942513243,0.21791593991996394,0.0020177533017747273,0.014527729327997596,0.00013451688678498182,102.18044173783572,30,3.4060147245945243,plots/sigFit/sigFit_2023_M-15.pdf;plots/sigFit/sigFit_2023_M-15.png
2023,20.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023/NIsoMuon_Zp_M-20.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,18.0,22.0,16.0,24.0,0.02,5,0.1,0,3,241199.41664868072,4845.7490556256525,19.96619315944222,0.004236992782205462,0.2962099920752248,0.0033614405944188686,0.01481049960376124,0.00016807202972094344,69.90104489941515,32,2.1844076531067236,plots/sigFit/sigFit_2023_M-20.pdf;plots/sigFit/sigFit_2023_M-20.png
2023,25.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023/NIsoMuon_Zp_M-25.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,22.5,27.5,20.0,30.0,0.02,6,0.12,0,3,88764.67147896254,3089.668623981379,24.94571834530273,0.011293110592033528,0.39201165808327754,0.00933738565741557,0.015680466323331102,0.0003734954262966228,53.05573990060053,32,1.6579918718937665,plots/sigFit/sigFit_2023_M-25.pdf;plots/sigFit/sigFit_2023_M-25.png
2023,30.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023/NIsoMuon_Zp_M-30.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,27.0,33.0,24.0,36.0,0.02,6,0.12,0,3,27643.33889438703,1327.618703465865,29.920844534992526,0.01865197675956587,0.5018255766314226,0.015155320479373069,0.01672751922104742,0.0005051773493124356,52.391756438511095,38,1.3787304325923972,plots/sigFit/sigFit_2023_M-30.pdf;plots/sigFit/sigFit_2023_M-30.png
2023,35.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023/NIsoMuon_Zp_M-35.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,31.5,38.5,28.0,42.0,0.02,6,0.12,0,3,11225.609605991323,564.2433350656675,34.90745601522749,0.023770079844865677,0.5654455838327993,0.01850726933529734,0.01615558810950855,0.0005287791238656383,46.826221744578326,44,1.06423231237678,plots/sigFit/sigFit_2023_M-35.pdf;plots/sigFit/sigFit_2023_M-35.png
2023,40.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023/NIsoMuon_Zp_M-40.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,36.0,44.0,32.0,48.0,0.02,10,0.2,0,3,7793.711434099483,171.34564212424038,39.95588121254391,0.012342651701072072,0.7060012972180776,0.010488835696692456,0.01765003243045194,0.0002622208924173114,36.68059302982381,33,1.111533122115873,plots/sigFit/sigFit_2023_M-40.pdf;plots/sigFit/sigFit_2023_M-40.png
2023,45.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023/NIsoMuon_Zp_M-45.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,40.5,49.5,36.0,54.0,0.02,10,0.2,0,3,3472.766321966506,111.56577576631162,44.914245174727526,0.02236715247193999,0.8444149615099465,0.02455018545262766,0.018764776922443258,0.0005455596767250591,52.06284044452977,37,1.4071037957981019,plots/sigFit/sigFit_2023_M-45.pdf;plots/sigFit/sigFit_2023_M-45.png
2023,50.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023/NIsoMuon_Zp_M-50.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,45.0,55.0,40.0,60.0,0.02,12,0.24,0,3,2055.124408814923,85.53327840344036,49.81907927398467,0.03395094130949161,0.956800925813345,0.02422064320880485,0.0191360185162669,0.000484412864176097,30.579951831725744,32,0.9556234947414295,plots/sigFit/sigFit_2023_M-50.pdf;plots/sigFit/sigFit_2023_M-50.png
2023,55.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023/NIsoMuon_Zp_M-55.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,49.5,60.5,44.0,66.0,0.02,12,0.24,0,3,1017.759445370109,47.41465455198039,54.88115292748258,0.03659653556075071,1.0294996497930053,0.03419456640322688,0.018718175450781915,0.0006217193891495796,36.60230526891616,36,1.016730701914338,plots/sigFit/sigFit_2023_M-55.pdf;plots/sigFit/sigFit_2023_M-55.png
2023,60.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023/NIsoMuon_Zp_M-60.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,54.0,66.0,48.0,72.0,0.02,15,0.3,0,3,594.3846239794515,36.08008731891664,59.8064130389333,0.06807068483596268,1.306557905070133,0.06494656537234977,0.021775965084502216,0.0010824427562058296,31.435608528032166,29,1.0839865009666263,plots/sigFit/sigFit_2023_M-60.pdf;plots/sigFit/sigFit_2023_M-60.png
2023,65.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023/NIsoMuon_Zp_M-65.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,58.5,71.5,52.0,78.0,0.02,15,0.3,0,3,374.80373535803335,16.873091053942716,64.7720303912448,0.04440440934175882,1.2118439066342201,0.03398864840876825,0.018643752409757235,0.0005229022832118192,65.20104756956107,32,2.0375327365487834,plots/sigFit/sigFit_2023_M-65.pdf;plots/sigFit/sigFit_2023_M-65.png
2023,70.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023/NIsoMuon_Zp_M-70.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,63.0,77.0,56.0,84.0,0.02,15,0.3,0,3,201.5049252530442,8.630911175958673,69.80804567597313,0.05557069277818982,1.5588592970684116,0.04903970212694275,0.022269418529548737,0.0007005671732420393,23.84372958696884,38,0.6274665680781274,plots/sigFit/sigFit_2023_M-70.pdf;plots/sigFit/sigFit_2023_M-70.png
2023BPix,12.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023BPix/NIsoMuon_Zp_M-12.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,10.8,13.2,9.6,14.4,0.02,3,0.06,0,3,553480.0007820543,17606.710083555197,11.989175875132721,0.0037109720502233046,0.16593982242240238,0.0028422310094247116,0.013828318535200198,0.00023685258411872598,65.55656512636844,32,2.0486426601990138,plots/sigFit/sigFit_2023BPix_M-12.pdf;plots/sigFit/sigFit_2023BPix_M-12.png
2023BPix,15.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023BPix/NIsoMuon_Zp_M-15.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,13.5,16.5,12.0,18.0,0.02,4,0.08,0,3,362466.4190141982,6671.933293759532,14.978744633101114,0.0027171961298169123,0.2137864201678395,0.0020936770151148004,0.0142524280111893,0.00013957846767432002,117.17236617487136,30,3.9057455391623788,plots/sigFit/sigFit_2023BPix_M-15.pdf;plots/sigFit/sigFit_2023BPix_M-15.png
2023BPix,20.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023BPix/NIsoMuon_Zp_M-20.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,18.0,22.0,16.0,24.0,0.02,5,0.1,0,3,136114.17314448356,2716.745612625222,19.97079345303944,0.004255355488462342,0.29623991664269894,0.0034164985864613695,0.014811995832134947,0.00017082492932306848,125.96747388031328,33,3.8171961781913115,plots/sigFit/sigFit_2023BPix_M-20.pdf;plots/sigFit/sigFit_2023BPix_M-20.png
2023BPix,25.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023BPix/NIsoMuon_Zp_M-25.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,22.5,27.5,20.0,30.0,0.02,6,0.12,0,3,49479.45632038482,1796.635700530438,24.97305204906667,0.010308557122698403,0.37783318007940153,0.009288150498006076,0.015113327203176062,0.00037152601992024303,69.33431682221119,32,2.1666974006940998,plots/sigFit/sigFit_2023BPix_M-25.pdf;plots/sigFit/sigFit_2023BPix_M-25.png
2023BPix,30.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023BPix/NIsoMuon_Zp_M-30.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,27.0,33.0,24.0,36.0,0.02,6,0.12,0,3,14785.230713969187,708.5813446673692,29.919668355737137,0.018294061880155255,0.49036277852002014,0.01549038849352169,0.016345425950667337,0.0005163462831173897,57.876629292432725,38,1.5230691919061243,plots/sigFit/sigFit_2023BPix_M-30.pdf;plots/sigFit/sigFit_2023BPix_M-30.png
2023BPix,35.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023BPix/NIsoMuon_Zp_M-35.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,31.5,38.5,28.0,42.0,0.02,6,0.12,0,3,6744.12716321095,332.3484030376021,34.89178531898694,0.021039532193711352,0.5166283872285322,0.013672793031507868,0.014760811063672349,0.0003906512294716534,49.63463011626581,41,1.2106007345430685,plots/sigFit/sigFit_2023BPix_M-35.pdf;plots/sigFit/sigFit_2023BPix_M-35.png
2023BPix,40.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023BPix/NIsoMuon_Zp_M-40.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,36.0,44.0,32.0,48.0,0.02,10,0.2,0,3,4340.699420597808,96.17277218946629,39.91114098107677,0.012099506936369409,0.7031174904668599,0.011637480495857111,0.0175779372616715,0.00029093701239642775,38.904944795745756,32,1.2157795248670549,plots/sigFit/sigFit_2023BPix_M-40.pdf;plots/sigFit/sigFit_2023BPix_M-40.png
2023BPix,45.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023BPix/NIsoMuon_Zp_M-45.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,40.5,49.5,36.0,54.0,0.02,10,0.2,0,3,1952.6125427384904,58.81045442428638,44.87383252183261,0.01897889117863727,0.8151532835745428,0.017169074241750515,0.018114517412767615,0.00038153498315001143,55.09502443770641,37,1.4890547145326056,plots/sigFit/sigFit_2023BPix_M-45.pdf;plots/sigFit/sigFit_2023BPix_M-45.png
2023BPix,50.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023BPix/NIsoMuon_Zp_M-50.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,45.0,55.0,40.0,60.0,0.02,12,0.24,0,3,1192.7582467397392,57.340297436176456,49.90956049134196,0.03382720487065782,0.9042358102906396,0.033580871239071663,0.01808471620581279,0.0006716174247814332,65.36322163202647,32,2.042600676000827,plots/sigFit/sigFit_2023BPix_M-50.pdf;plots/sigFit/sigFit_2023BPix_M-50.png
2023BPix,55.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023BPix/NIsoMuon_Zp_M-55.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,49.5,60.5,44.0,66.0,0.02,12,0.24,0,3,546.2227450161657,24.78642285539314,54.92418658686605,0.037326334591778476,1.0608827849690567,0.032966443087073305,0.019288777908528305,0.0005993898743104237,42.86004647606529,36,1.1905568465573693,plots/sigFit/sigFit_2023BPix_M-55.pdf;plots/sigFit/sigFit_2023BPix_M-55.png
2023BPix,60.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023BPix/NIsoMuon_Zp_M-60.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,54.0,66.0,48.0,72.0,0.02,15,0.3,0,3,418.26089206944505,23.95648371367352,59.90232956219321,0.05199035973938848,1.1191855223248721,0.0508118297650374,0.01865309203874787,0.00084686382941729,27.772089794652757,30,0.9257363264884252,plots/sigFit/sigFit_2023BPix_M-60.pdf;plots/sigFit/sigFit_2023BPix_M-60.png
2023BPix,65.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023BPix/NIsoMuon_Zp_M-65.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,58.5,71.5,52.0,78.0,0.02,15,0.3,0,3,213.8541560031055,8.404269704511833,64.77854476817318,0.047969422076967305,1.2983752477364312,0.028219096332615656,0.01997500381132971,0.0004341399435787024,54.62422395850932,35,1.5606921131002662,plots/sigFit/sigFit_2023BPix_M-65.pdf;plots/sigFit/sigFit_2023BPix_M-65.png
2023BPix,70.0,/data6/Users/joonblee/SKOutput/Run2UL_v3_Run3_v13/NIsoMuon/2023BPix/NIsoMuon_Zp_M-70.root,OS_POGMedium_tight_BJet_NIsoDimuon/Dilepton_Mass___OS_POGMedium_tight_BJet_NIsoDimuon,63.0,77.0,56.0,84.0,0.02,15,0.3,0,3,124.2876856109074,5.9142974240074935,69.76874462087454,0.05051937225724146,1.413507175733237,0.05877275492567158,0.020192959653331954,0.0008396107846524512,44.99066186865411,38,1.1839647860172133,plots/sigFit/sigFit_2023BPix_M-70.pdf;plots/sigFit/sigFit_2023BPix_M-70.png
