diffNuisances run on /data6/Users/joonblee/higgs_combine/CMSSW_14_1_0_pre4/src/NIsoMuon/limit_outputs/alpha/blind/Run3/fitDiagnostics.FitDiag_Run3_alpha_M25.root, at 2026-09-08 20:27:36.693278 with the following options ... {'vtol': 0.3, 'stol': 0.1, 'vtol2': 2.0, 'stol2': 0.5, 'show_all_parameters': True, 'absolute_values': True, 'poi': 'r', 'format': 'text', 'plotfile': 'pulls_Run3_alpha_M25.root', 'pullDef': '', 'skipFitS': False, 'skipFitB': False, 'sortBy': 'correlation', 'regex': '.*'}

name                                                 pre fit                        b-only fit                           s+b fit         rho  approx impact
r                                             [0.00, 100.00]                              n/a                  +0.02 +1.32 12.63       +1.00    +159.501
QCDscale_ren_ttbar                           0.000000 +/- 0.000000    !+0.00 +/- 0.79 (+0.00sig, 0.00)!    !+0.01 +/- 0.88 (+0.00sig, 0.00)!       +0.46      +5.139
CMS_NPS26009_bckgShape_QCD_BJetOS_2023       1.114986 +/- 0.000000    !+1.11 +/- 7.64 (+0.00sig, 0.18)!    !+1.07 +/- 7.91 (-0.00sig, 0.19)!       -0.26     -26.256
CMS_NPS26009_NFModel_DY_BJetOS_13p6TeV       0.000000 +/- 0.000000    !+0.00 +/- 0.94 (+0.00sig, 0.00)!    !-0.00 +/- 0.97 (-0.00sig, 0.00)!       -0.25      -3.094
pdf_alphas                                   0.000000 +/- 0.000000    !-0.00 +/- 0.97 (-0.00sig, 0.00)!    !-0.00 +/- 0.98 (-0.00sig, 0.00)!       -0.16      -2.009
CMS_NPS26009_btag_fixedWP_comb_bc_correlated_13p6TeV     0.000000 +/- 0.000000    !+0.00 +/- 0.96 (+0.00sig, 0.00)!    !-0.00 +/- 0.97 (-0.00sig, 0.00)!       -0.16      -1.962
CMS_NPS26009_topmass_ttbar_BJetOS            0.000000 +/- 0.000000    !-0.00 +/- 0.97 (-0.00sig, 0.00)!    !-0.00 +/- 0.98 (-0.00sig, 0.00)!       -0.15      -1.915
QCDscale_fac_ttbar                           0.000000 +/- 0.000000    !+0.00 +/- 0.98 (+0.00sig, 0.00)!    !+0.01 +/- 0.97 (+0.00sig, 0.00)!       +0.10      +1.282
CMS_NPS26009_pdf_NNPDF31                     0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.07      -0.855
CMS_NPS26009_NFStat_DY_BJetOS_2023BPix       0.065345 +/- 0.000000    !+0.07 +/- 0.01 (+0.00sig, 0.24)!    !+0.07 +/- 0.01 (-0.00sig, 0.24)!       -0.07      -0.009
CMS_NPS26009_MCstat_ttbar_BJetOS_2023BPix     0.000000 +/- 0.000000    !+0.00 +/- 0.97 (+0.00sig, 0.00)!    !-0.00 +/- 0.98 (-0.00sig, 0.00)!       -0.07      -0.810
CMS_NPS26009_bckgShape_QCD_BJetOS_2023BPix     0.707787 +/- 0.000000    !+0.71 +/- 1.48 (+0.00sig, 0.24)!    !+0.71 +/- 1.48 (-0.00sig, 0.24)!       -0.06      -1.181
CMS_NPS26009_bckgShape_QCD_BJetOS_2022EE     0.126302 +/- 0.000000    !+0.13 +/- 3.05 (+0.00sig, 0.24)!    !+0.12 +/- 3.06 (-0.00sig, 0.24)!       -0.05      -1.972
CMS_NPS26009_NFStat_DY_BJetOS_2023           0.074080 +/- 0.000000    !+0.07 +/- 0.01 (+0.00sig, 0.24)!    !+0.07 +/- 0.01 (-0.00sig, 0.24)!       -0.05      -0.006
CMS_NPS26009_NFStat_DY_BJetOS_2022EE         0.073804 +/- 0.000000    !+0.07 +/- 0.01 (+0.00sig, 0.24)!    !+0.07 +/- 0.01 (-0.00sig, 0.24)!       -0.05      -0.005
CMS_btag_fixedWP_comb_bc_uncorrelated_2023BPix     0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.04      -0.522
CMS_btag_fixedWP_comb_bc_uncorrelated_2023     0.000000 +/- 0.000000    !+0.00 +/- 0.99 (+0.00sig, 0.00)!    !-0.00 +/- 0.99 (-0.00sig, 0.00)!       -0.04      -0.471
