diffNuisances run on /data6/Users/joonblee/higgs_combine/CMSSW_14_1_0_pre4/src/NIsoMuon/limit_outputs/alpha/blind/Run3/fitDiagnostics.FitDiag_Run3_alpha_M20.root, at 2026-08-26 01:44:13.887379 with the following options ... {'vtol': 0.3, 'stol': 0.1, 'vtol2': 2.0, 'stol2': 0.5, 'show_all_parameters': True, 'absolute_values': True, 'poi': 'r', 'format': 'text', 'plotfile': None, 'pullDef': '', 'skipFitS': False, 'skipFitB': False, 'sortBy': 'correlation', 'regex': '.*'}

name                                                 pre fit                        b-only fit                           s+b fit         rho  approx impact
r                                            [-2.00, 100.00]                              n/a                   +0.00 +3.06 3.12       +1.00      +9.741
CMS_NPS26009_LightJetStat_DY_BJetOS_2023     0.000000 +/- 0.000000    !-0.00 +/- 0.44 (-0.00sig, 0.00)!    !-0.00 +/- 0.54 (-0.00sig, 0.00)!       -0.59      -0.986
QCDscale_ren_ttbar                           0.000000 +/- 0.000000    !-0.00 +/- 0.82 (-0.00sig, 0.00)!    !+0.01 +/- 0.98 (+0.00sig, 0.00)!       +0.54      +1.668
CMS_NPS26009_LightJetStat_DY_BJetOS_2023BPix     0.000000 +/- 0.000000    !-0.00 +/- 0.60 (-0.00sig, 0.00)!    !-0.00 +/- 0.68 (-0.00sig, 0.00)!       -0.49      -1.045
CMS_NPS26009_LightJetStat_DY_BJetOS_2022EE     0.000000 +/- 0.000000    !-0.00 +/- 0.86 (-0.00sig, 0.00)!    !+0.00 +/- 0.92 (+0.00sig, 0.00)!       -0.37      -1.073
CMS_NPS26009_NFStat_DY_BJetOS_2022           0.000000 +/- 0.000000    !+0.00 +/- 0.22 (+0.00sig, 0.00)!    !+0.00 +/- 0.24 (+0.00sig, 0.00)!       -0.36      -0.271
CMS_NPS26009_NFStat_DY_BJetOS_2022EE         0.000000 +/- 0.000000    !-0.00 +/- 0.90 (-0.00sig, 0.00)!    !+0.00 +/- 0.95 (+0.00sig, 0.00)!       -0.30      -0.886
pdf_alphas                                   0.000000 +/- 0.000000    !-0.00 +/- 0.98 (-0.00sig, 0.00)!    !+0.00 +/- 0.99 (+0.00sig, 0.00)!       -0.18      -0.566
CMS_NPS26009_topmass_ttbar_BJetOS            0.000000 +/- 0.000000    !+0.00 +/- 0.98 (+0.00sig, 0.00)!    !+0.00 +/- 0.99 (+0.00sig, 0.00)!       -0.17      -0.539
CMS_NPS26009_NFStat_DY_BJetOS_2023BPix       0.000000 +/- 0.000000    !-0.00 +/- 0.93 (-0.00sig, 0.00)!    !+0.00 +/- 0.94 (+0.00sig, 0.00)!       -0.15      -0.448
